time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-08-27T00:15:23.130Z,39.2111667,-123.2716667,2.58,1.26,md,11,111,0.0235,0.09,nc,nc71128914,2022-08-27T07:02:10.755Z,"8km SW of Redwood Valley, CA",earthquake,0.44,0.39,0.184,11,reviewed,nc,nc
2022-08-27T00:07:04.814Z,60.1735,-148.71,36.7,2,ml,,,,0.97,ak,ak022az9hgeh,2022-08-27T00:10:15.576Z,"38 km E of Bear Creek, Alaska",earthquake,,8.4,,,automatic,ak,ak
2022-08-26T23:31:35.946Z,61.9137,-149.3744,48.6,1.2,ml,,,,0.56,ak,ak022axzs8pn,2022-08-26T23:55:02.094Z,"20 km NNW of Fishhook, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2022-08-26T23:30:52.780Z,38.8313332,-122.8093338,2.15,1.11,md,27,45,0.007948,0.02,nc,nc73772240,2022-08-27T02:19:11.204Z,"8km W of Cobb, CA",earthquake,0.19,0.36,0.24,5,automatic,nc,nc
2022-08-26T23:22:36.790Z,44.779,-110.81,4.56,1.45,ml,13,101,0.03031,0.2,uu,uu60511777,2022-08-29T20:10:02.040Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.39,0.53,0.239,6,reviewed,uu,uu
2022-08-26T23:20:20.665Z,-6.3181,155.0982,130.997,4.7,mb,72,66,3.606,0.64,us,us7000i2tv,2022-08-26T23:58:01.040Z,"42 km W of Panguna, Papua New Guinea",earthquake,6.6,6.113,0.046,141,reviewed,us,us
2022-08-26T23:02:11.331Z,56.121,-149.8453,14.023,2.6,ml,15,258,2.197,0.45,us,us7000i2u0,2022-08-27T00:03:00.040Z,"222 km SE of Chiniak, Alaska",earthquake,9,9.423,0.097,14,reviewed,us,us
2022-08-26T22:54:18.830Z,17.9683333333333,-66.8175,12.53,2.35,md,12,186,,0.11,pr,pr71368143,2022-08-26T23:09:09.220Z,"2 km S of Indios, Puerto Rico",earthquake,0.56,0.29,0.0645927011437608,6,reviewed,pr,pr
2022-08-26T22:46:00.080Z,44.7786667,-110.8133333,4.88,1.15,ml,12,93,0.02818,0.19,uu,uu60511767,2022-08-29T20:00:38.080Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.43,0.54,0.457,3,reviewed,uu,uu
2022-08-26T22:44:43.900Z,18.9828338623047,-155.417007446289,36.0699996948242,2.59,ml,41,230,,0.140000001,hv,hv73122622,2022-08-26T22:50:14.920Z,"19 km ESE of Naalehu, Hawaii",earthquake,0.65,1.37,0.12,3,automatic,hv,hv
2022-08-26T22:41:43.120Z,33.4291667,-116.4558333,14.31,2.16,ml,74,26,0.0973,0.17,ci,ci40332320,2022-08-27T00:18:18.170Z,"21km NNW of Borrego Springs, CA",earthquake,0.15,0.3,0.116,26,reviewed,ci,ci
2022-08-26T22:35:30.687Z,60.5056,-149.091,19.8,2.1,ml,,,,0.58,ak,ak022axz7p9o,2022-08-26T22:37:22.025Z,"15 km E of Moose Pass, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-08-26T22:32:34.778Z,32.01110471,-103.8214602,7.391259766,2.5,ml,15,66,0.0777973129,0.3,tx,tx2022qssv,2022-08-27T09:55:05.379Z,"33 km SE of Malaga, New Mexico",earthquake,2.8969961479999995,3.479021405,0.2,24,reviewed,tx,tx
2022-08-26T22:27:52.880Z,44.78,-110.8115,4.71,1.04,md,11,100,0.029,0.15,uu,uu60030859,2022-08-29T15:44:55.830Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.45,0.4,0.099,5,reviewed,uu,uu
2022-08-26T22:27:18.590Z,44.777,-110.806,7.37,2.29,ml,18,92,0.03365,0.18,uu,uu60511762,2022-08-29T15:40:47.140Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.45,0.7,0.251,6,reviewed,uu,uu
2022-08-26T22:17:48.520Z,44.7928333,-110.8011667,4.99,0.98,ml,10,228,0.03542,0.12,uu,uu60511757,2022-08-29T19:53:51.330Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.94,0.4,0.396,2,reviewed,uu,uu
2022-08-26T22:09:09.090Z,58.8651,-154.4586,119.4,1.9,ml,,,,0.69,ak,ak022axz22zh,2022-08-26T22:11:42.534Z,"66 km SSE of Kokhanok, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-08-26T22:02:04.840Z,48.75366666666667,-121.00083333333333,10.12,1.05,ml,7,193,0.4579,0.31,uw,uw61866357,2022-08-28T20:04:57.300Z,"41 km NE of Marblemount, Washington",earthquake,1.06,21.93,0.14347449375150334,4,reviewed,uw,uw
2022-08-26T21:46:03.860Z,44.7781667,-110.8123333,4.49,1.15,ml,11,93,0.02902,0.16,uu,uu60511742,2022-08-29T19:46:58.930Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.38,0.45,0.481,2,reviewed,uu,uu
2022-08-26T21:42:38.480Z,39.1878333,-120.4536667,-0.07,2.22,md,21,49,0.1495,0.08,nc,nc73772190,2022-08-27T07:17:11.832Z,"26km W of Sunnyside-Tahoe City, CA",earthquake,0.25,2.26,0.236,30,reviewed,nc,nc
2022-08-26T21:40:38.390Z,19.2409992218018,-155.405838012695,31.1700000762939,2.08,ml,45,137,,0.129999995,hv,hv73122557,2022-08-26T21:46:09.050Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.49,0.620000005,4.24,7,automatic,hv,hv
2022-08-26T21:30:50.930Z,38.8248329,-122.8564987,1.88,1.13,md,18,66,0.002724,0.03,nc,nc73772180,2022-08-27T00:08:10.465Z,"10km WNW of The Geysers, CA",earthquake,0.24,0.4,0.09,4,automatic,nc,nc
2022-08-26T21:25:49.280Z,44.782,-110.8053333,8.79,3.03,ml,21,101,0.03278,0.19,uu,uu60511732,2022-08-28T02:09:38.040Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.49,0.86,0.288,7,reviewed,uu,uu
2022-08-26T21:21:33.590Z,44.7768333,-110.8116667,5.19,2.1,ml,14,90,0.02995,0.18,uu,uu60511727,2022-08-29T19:41:45.140Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.4,0.94,0.204,6,reviewed,uu,uu
2022-08-26T21:16:03.818Z,62.3886,-149.6287,18.4,1.6,ml,,,,0.83,ak,ak022axyi4zh,2022-08-26T21:18:37.820Z,"25 km ESE of Chase, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-26T21:15:20.750Z,17.8676666666667,-65.643,7.67,2.99,md,7,223,,0.15,pr,pr71368128,2022-08-26T21:46:13.100Z,"28 km SE of El Negro, Puerto Rico",earthquake,0.66,1.05,0.0680669118573556,6,reviewed,pr,pr
2022-08-26T21:09:27.850Z,49.084,-122.17,-0.84,1.37,ml,5,260,0.1023,0.17,uw,uw61866342,2022-08-26T22:02:18.570Z,"6 km ENE of Abbotsford, Canada",explosion,1.56,31.61,0.09692381898791214,3,reviewed,uw,uw
2022-08-26T21:07:50.160Z,44.7793333,-110.8121667,4.99,2.08,ml,15,95,0.02874,0.14,uu,uu60511722,2022-08-26T21:24:22.080Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.34,0.56,0.251,6,reviewed,uu,uu
2022-08-26T21:03:39.874Z,57.4078,-156.6278,21.4,1.6,ml,,,,1.77,ak,ak022axyffyu,2022-08-26T23:45:55.772Z,"47 km ESE of Ugashik, Alaska",earthquake,,18,,,reviewed,ak,ak
2022-08-26T20:49:38.640Z,46.745666666666665,-117.10616666666667,-0.74,2.41,md,7,244,0.02491,0.56,uw,uw61866337,2022-08-26T22:06:54.790Z,"5 km ENE of Pullman, Washington",explosion,6.4,31.61,0.2712816271013212,7,reviewed,uw,uw
2022-08-26T20:39:37.890Z,38.8266678,-122.8016663,1.79,0.97,md,25,34,0.007336,0.02,nc,nc73772175,2022-08-26T22:47:11.987Z,"7km NW of The Geysers, CA",earthquake,0.18,0.36,0.1,5,automatic,nc,nc
2022-08-26T20:29:17.290Z,31.0756667,-114.1633333,5.94,3.19,ml,11,217,0.5914,1.71,ci,ci40332296,2022-08-26T21:37:21.151Z,"148km SSE of Estacion Coahuila, B.C., MX",earthquake,9.8,31.61,0.151,10,reviewed,ci,ci
2022-08-26T20:27:28.800Z,35.9873333,-117.498,2.21,1.33,ml,21,133,0.1893,0.12,ci,ci40332280,2022-08-26T21:23:26.880Z,"26km NNW of Searles Valley, CA",earthquake,0.24,0.97,0.099,15,reviewed,ci,ci
2022-08-26T20:22:38.100Z,38.8208351,-122.7656631,1.96,0.96,md,12,118,0.01018,0.02,nc,nc73772170,2022-08-26T22:30:12.898Z,"4km W of Cobb, CA",earthquake,0.33,0.64,0.28,2,automatic,nc,nc
2022-08-26T20:21:59.240Z,35.1265,-118.5201667,2.9,1.19,ml,22,66,0.1731,0.13,ci,ci40332272,2022-08-26T21:19:39.066Z,"6km W of Tehachapi, CA",earthquake,0.2,0.76,0.086,16,reviewed,ci,ci
2022-08-26T20:16:25.070Z,19.2136669158936,-155.510498046875,34.1399993896484,2.01,ml,44,72,,0.109999999,hv,hv73122512,2022-08-26T20:21:55.510Z,"3 km WNW of Pāhala, Hawaii",earthquake,0.6,0.839999974,4,5,automatic,hv,hv
2022-08-26T20:12:03.862Z,60.6171,-145.4169,0,1.4,ml,,,,1.24,ak,ak022axxvuhf,2022-08-26T20:14:15.042Z,"20 km ENE of Cordova, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-26T19:48:48.730Z,44.7773333,-110.8091667,5.04,1.9,ml,15,92,0.03142,0.14,uu,uu60511697,2022-08-26T21:07:50.590Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.37,0.91,0.2,6,reviewed,uu,uu
2022-08-26T19:48:21.850Z,38.8494987,-122.7626648,1.24,1.09,md,20,171,0.01274,0.03,nc,nc73772155,2022-08-26T21:57:10.696Z,"5km NW of Cobb, CA",earthquake,0.28,0.35,0.09,4,automatic,nc,nc
2022-08-26T19:48:05.210Z,44.777,-110.809,4.95,1.55,ml,15,91,0.03165,0.13,uu,uu60511692,2022-08-26T20:54:26.380Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.33,0.45,0.279,4,reviewed,uu,uu
2022-08-26T19:44:30.799Z,56.5136,-156.6642,35,2.4,ml,,,,0.49,ak,ak022axxhbwn,2022-08-27T14:04:31.040Z,"110 km ENE of Chignik, Alaska",earthquake,,23.9,,,automatic,ak,ak
2022-08-26T19:35:49.190Z,17.9658333333333,-67.0146666666667,9.06,2.26,md,5,193,,0.09,pr,pr71368103,2022-08-26T19:44:16.280Z,"3 km ESE of La Parguera, Puerto Rico",earthquake,0.56,0.83,0.231756907731445,3,reviewed,pr,pr
2022-08-26T19:33:48.242Z,61.0023,-149.5644,34.9,1.5,ml,,,,0.25,ak,ak022axxf0dk,2022-08-26T19:35:22.034Z,"10 km NNE of Hope, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-08-26T19:30:52.610Z,33.1385,-117.157,-0.2,1.29,ml,24,102,0.03322,0.24,ci,ci40332264,2022-08-26T21:15:35.241Z,"1km ESE of San Marcos, CA",quarry blast,0.59,31.61,0.174,18,reviewed,ci,ci
2022-08-26T19:20:00.660Z,19.1773338317871,-155.471160888672,33.7599983215332,2.01999998,md,37,158,,0.119999997,hv,hv73122472,2022-08-26T19:23:12.850Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.63,0.899999976,1.05999994,11,automatic,hv,hv
2022-08-26T18:48:14.629Z,60.3502,-148.9488,31.6,2,ml,,,,0.75,ak,ak022axwwpx2,2022-08-26T18:50:25.877Z,"21 km E of Primrose, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-26T18:42:56.310Z,19.4006666666667,-155.631833333333,0.03,1.31,md,10,142,,0.08,hv,hv73122452,2022-08-26T19:32:47.300Z,"25 km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.63,0.42,0.311538590490958,5,reviewed,hv,hv
2022-08-26T18:34:19.490Z,34.8531667,-118.78,-1.19,1.28,ml,25,82,0.07623,0.25,ci,ci40332232,2022-08-26T21:01:24.958Z,"8km E of Lebec, CA",quarry blast,0.46,31.61,0.123,14,reviewed,ci,ci
2022-08-26T18:33:30.496Z,61.0094,-147.1168,20.6,2.1,ml,,,,0.46,ak,ak022axwtjeh,2022-08-26T18:35:34.882Z,"28 km NW of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-26T18:19:05.540Z,19.4373333333333,-155.575333333333,-0.7,1.2,md,7,103,,0.07,hv,hv73122417,2022-08-26T19:15:19.220Z,"27 km NNW of Pāhala, Hawaii",earthquake,0.47,0.61,0.0155849191002099,4,reviewed,hv,hv
2022-08-26T18:00:50.282Z,-24.1962,-67.168,234.854,4,ml,26,144,1.547,0.84,us,us7000i2r8,2022-08-26T22:02:32.040Z,"86 km W of San Antonio de los Cobres, Argentina",earthquake,5.79,12.395,0.066,30,reviewed,us,us
2022-08-26T18:00:23.634Z,13.5809,-90.9082,55.085,4.4,mb,106,130,1.027,0.78,us,us7000i2r9,2022-08-26T18:46:58.040Z,"near the coast of Guatemala",earthquake,4.73,7.323,0.039,202,reviewed,us,us
2022-08-26T17:58:11.948Z,31.56547248,-104.0092061,8.702368164,2.3,ml,22,54,0.0490221303,0.2,tx,tx2022qsju,2022-08-26T19:44:20.507Z,"western Texas",earthquake,0.9108269645,1.015937389,0.1,7,reviewed,tx,tx
2022-08-26T17:49:04.740Z,19.3705005645752,-155.501159667969,6.46000003814697,1.89,ml,33,68,,0.219999999,hv,hv73122382,2022-08-26T17:54:34.860Z,"18 km N of Pāhala, Hawaii",earthquake,0.39,0.819999993,0.23,3,automatic,hv,hv
2022-08-26T17:44:12.830Z,19.1113333333333,-66.4106666666667,25.83,3.16,md,6,324,,0.26,pr,pr71368083,2022-08-26T18:09:36.380Z,"71 km N of Brenas, Puerto Rico",earthquake,2.02,14.4,0.0573049991942418,4,reviewed,pr,pr
2022-08-26T17:43:56.409Z,36.4495,-97.00033333,5.29,1.43,ml,83,53,0,0.3,ok,ok2022qsje,2022-08-26T17:52:31.958Z,"16 km E of Red Rock, Oklahoma",earthquake,,0.4,0.23,36,reviewed,ok,ok
2022-08-26T17:43:25.516Z,61.2978,-149.9278,38.1,2.3,ml,,,,0.47,ak,ak022axwa8kn,2022-08-27T11:14:38.985Z,"7 km SSE of Point MacKenzie, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-08-26T17:41:04.240Z,34.72366667,-96.71933333,0,1.57,ml,81,119,0.06928640364,0.53,ok,ok2022qsjf,2022-08-29T13:09:18.339Z,"6 km SSW of Ada, Oklahoma",quarry blast,,0.5,0.2,23,reviewed,ok,ok
2022-08-26T17:33:50.676Z,38.5191,-117.8752,8.8,1,ml,10,241.12,0.236,0.0935,nn,nn00845950,2022-08-27T02:39:31.503Z,"24 km NE of Mina, Nevada",earthquake,,6.8,0.36,4,reviewed,nn,nn
2022-08-26T17:18:33.750Z,35.621,-117.5961667,8.6,1.49,ml,26,62,0.0604,0.13,ci,ci40332200,2022-08-26T17:41:25.220Z,"7km E of Ridgecrest, CA",earthquake,0.17,0.43,0.192,20,reviewed,ci,ci
2022-08-26T17:16:09.080Z,34.77933333,-97.75233333,16.11,1.33,ml,40,76,0.1790648614,0.36,ok,ok2022qsik,2022-08-29T15:16:59.078Z,"11 km SSW of Bradley, Oklahoma",earthquake,,1.4,0.2,16,reviewed,ok,ok
2022-08-26T17:13:03.096Z,65.4169,-153.3867,10.8,1.1,ml,,,,0.28,ak,ak022axw3rd1,2022-08-26T17:15:45.880Z,"66 km WNW of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-08-26T17:06:36.270Z,38.812,-122.815,3.14,1.6,md,52,52,0.01151,0.05,nc,nc73772135,2022-08-27T04:55:10.054Z,"6km NW of The Geysers, CA",earthquake,0.16,0.22,0.153,18,reviewed,nc,nc
2022-08-26T16:40:41.190Z,39.429,-110.3151667,-1.04,1.31,ml,7,193,0.009118,0.09,uu,uu60511617,2022-08-26T19:10:19.680Z,"14 km SSE of Sunnyside, Utah",earthquake,1.41,0.38,0.164,3,reviewed,uu,uu
2022-08-26T16:36:55.333Z,-15.1018,-70.6062,217.882,4.2,mb,22,144,2.66,0.99,us,us7000i2qt,2022-08-26T18:29:33.040Z,"11 km NNE of Vilavila, Peru",earthquake,13.5,13.148,0.264,4,reviewed,us,us
2022-08-26T16:36:10.880Z,19.4233333333333,-155.645333333333,1.89,1.48,md,12,165,,0.09,hv,hv73122322,2022-08-26T19:11:30.940Z,"23 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.65,1.34,0.0866968954450174,7,reviewed,hv,hv
2022-08-26T16:32:59.600Z,36.23816667,-95.83216667,0,1.33,ml,57,186,0.3293353732,0.52,ok,ok2022qsgz,2022-08-26T16:42:34.155Z,"4 km SSE of Owasso, Oklahoma",quarry blast,,0.7,0.22,25,reviewed,ok,ok
2022-08-26T16:13:13.660Z,33.276,-116.7813333,11.46,1.19,ml,54,24,0.04417,0.17,ci,ci40332176,2022-08-26T17:37:32.340Z,"4km NNW of Lake Henshaw, CA",earthquake,0.15,0.56,0.171,26,reviewed,ci,ci
2022-08-26T16:10:50.242Z,-14.4889,167.3473,172.804,5,mww,106,38,0.963,0.75,us,us7000i2qa,2022-08-26T17:59:07.040Z,"67 km NNE of Port-Olry, Vanuatu",earthquake,7.09,4.574,0.086,13,reviewed,us,us
2022-08-26T16:10:35.074Z,60.4226,-148.2303,0,1.4,ml,,,,0.42,ak,ak022axvhrue,2022-08-26T18:43:18.146Z,"41 km NNW of Chenega, Alaska",earthquake,,0,,,reviewed,ak,ak
2022-08-26T16:10:17.760Z,39.428,-110.3018333,-1.6,1.44,ml,8,197,0.01844,0.14,uu,uu60511602,2022-08-26T19:08:12.960Z,"15 km SSE of Sunnyside, Utah",earthquake,1.65,1.19,0.113,4,reviewed,uu,uu
2022-08-26T16:03:38.493Z,8.5978,126.5585,66.512,4.3,mb,21,126,1.802,0.87,us,us7000i2q9,2022-08-26T18:25:07.040Z,"35 km NE of Hinatuan, Philippines",earthquake,6.76,10.303,0.161,11,reviewed,us,us
2022-08-26T15:59:06.500Z,38.6046667,-122.411,4.09,1.09,md,22,82,0.02638,0.14,nc,nc73772120,2022-08-26T16:54:13.000Z,"5km NE of Angwin, CA",earthquake,0.41,0.53,0.163,11,reviewed,nc,nc
2022-08-26T15:58:43.179Z,36.20483333,-95.87033333,0,1.34,ml,57,129,0.3005410236,0.44,ok,ok2022qsfw,2022-08-26T16:07:23.000Z,"7 km S of Owasso, Oklahoma",quarry blast,,0.4,0.21,25,reviewed,ok,ok
2022-08-26T15:58:31.900Z,38.8209991,-122.8081665,2.92,0.97,md,13,70,0.002818,0.02,nc,nc73772115,2022-08-26T16:22:12.805Z,"7km NW of The Geysers, CA",earthquake,0.31,0.92,0.27,2,automatic,nc,nc
2022-08-26T15:52:40.350Z,38.8243333,-122.8053333,2.8,2.28,md,58,34,0.00382,0.04,nc,nc73772110,2022-08-27T07:32:10.926Z,"7km NW of The Geysers, CA",earthquake,0.14,0.22,0.21,33,reviewed,nc,nc
2022-08-26T15:42:36.110Z,44.7795,-110.8051667,4.82,2.3,ml,20,97,0.03347,0.15,uu,uu60511592,2022-08-26T19:02:30.930Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.33,0.43,0.238,6,reviewed,uu,uu
2022-08-26T15:36:08.610Z,32.6938333,-115.7118333,8.88,1.91,ml,40,125,0.04604,0.23,ci,ci40332152,2022-08-26T17:23:22.630Z,"17km NW of Progreso, B.C., MX",earthquake,0.25,0.5,0.137,18,reviewed,ci,ci
2022-08-26T15:27:02.680Z,39.4243333,-110.2886667,-3.17,1.67,ml,11,202,0.02822,0.16,uu,uu60511587,2022-08-26T18:53:43.810Z,"16 km SSE of Sunnyside, Utah",earthquake,1.16,2.57,0.079,5,reviewed,uu,uu
2022-08-26T15:25:22.959Z,38.5879,-119.4445,7.3,1.3,ml,19,88.96,0.059,0.1266,nn,nn00845881,2022-08-26T16:43:14.694Z,"5 km ENE of Coleville, California",earthquake,,1.3,0.08,7,reviewed,nn,nn
2022-08-26T15:20:29.650Z,36.4663333,-121.05,7.36,2.2,md,39,91,0.01277,0.1,nc,nc73772105,2022-08-27T03:26:12.557Z,"11km SE of Pinnacles, CA",earthquake,0.24,0.46,0.227,33,reviewed,nc,nc
2022-08-26T15:06:55.440Z,35.6866667,-117.5395,9.71,1.25,ml,24,67,0.1372,0.14,ci,ci40332136,2022-08-26T17:13:15.400Z,"14km ENE of Ridgecrest, CA",earthquake,0.2,0.48,0.078,9,reviewed,ci,ci
2022-08-26T15:05:33.990Z,36.6693333,-121.3005,3.73,0.97,md,14,134,0.04891,0.1,nc,nc73772100,2022-08-26T16:43:10.937Z,"14km S of Tres Pinos, CA",earthquake,0.36,0.81,0.134,13,reviewed,nc,nc
2022-08-26T14:45:27.156Z,61.7896,-149.5276,35.1,1.6,ml,,,,0.38,ak,ak022axuidbf,2022-08-26T14:46:44.330Z,"Southern Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-08-26T14:35:23.520Z,19.2298336029053,-155.38850402832,32.3699989318848,2.2,ml,43,153,,0.119999997,hv,hv73122247,2022-08-26T14:40:54.220Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.59,0.720000029,5.26,3,automatic,hv,hv
2022-08-26T14:30:42.220Z,32.39227295,-101.6004907,9.121622721,3,ml,21,86,0.02376505327,0.3,tx,tx2022qscz,2022-08-27T07:19:21.733Z,"18 km SE of Ackerly, Texas",earthquake,1.238127412,2.235380901,0.1,12,reviewed,tx,tx
2022-08-26T14:12:36.220Z,17.9878333333333,-66.9888333333333,8.93,1.86,md,5,155,,0.15,pr,pr71368053,2022-08-26T14:44:44.470Z,"6 km ENE of La Parguera, Puerto Rico",earthquake,0.78,1.55,0.156818282809872,3,reviewed,pr,pr
2022-08-26T13:57:09.234Z,1.5746,127.3251,140.949,4.4,mb,31,103,0.799,0.59,us,us7000i2m2,2022-08-27T05:15:08.040Z,"78 km WSW of Tobelo, Indonesia",earthquake,10.25,5.997,0.127,21,reviewed,us,us
2022-08-26T13:42:25.860Z,33.409,-116.6238333,5.03,2.29,ml,77,25,0.07744,0.21,ci,ci40332104,2022-08-26T14:38:05.840Z,"14km N of Warner Springs, CA",earthquake,0.19,0.81,0.176,26,reviewed,ci,ci
2022-08-26T13:40:38.932Z,31.57034874,-103.9944423,7.288427734,2.460252572,mlv,19,53,0.06204625101,0.1,tx,tx2022qsbh,2022-08-27T05:04:59.040Z,"34 km NW of Toyah, Texas",earthquake,1.437161599,2.43118674,0.09548314971,13,reviewed,tx,tx
2022-08-26T13:33:39.180Z,19.150333404541,-155.504333496094,31.9599990844727,2,md,31,141,,0.119999997,hv,hv73122217,2022-08-26T13:37:53.310Z,"6 km SSW of Pāhala, Hawaii",earthquake,0.6,0.879999995,1.38,6,automatic,hv,hv
2022-08-26T13:03:30.252Z,61.6761,-149.7868,47.1,1,ml,,,,0.46,ak,ak022axtnwyu,2022-08-26T18:32:02.699Z,"5 km NNE of Houston, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2022-08-26T12:48:05.130Z,60.3171666666667,-153.4385,1.48,1.42,ml,14,252,,0.11,av,av91669021,2022-08-27T08:49:30.190Z,"50 km ENE of Port Alsworth, Alaska",earthquake,1.48,1.55,0.240630249086293,15,reviewed,av,av
2022-08-26T12:44:52.270Z,19.1783332824707,-155.487335205078,33.4099998474121,1.85000002,md,42,88,,0.129999995,hv,hv73122182,2022-08-26T12:48:04.270Z,"2 km SSW of Pāhala, Hawaii",earthquake,0.64,1.01999998,1.58000004,10,automatic,hv,hv
2022-08-26T12:43:05.551Z,-27.1083,-65.5831,10.097,3.3,ml,17,126,4.09,0.34,us,us7000i2kg,2022-08-28T06:05:11.074Z,"10 km NW of Monteros, Argentina",earthquake,9.72,8.257,0.085,18,reviewed,us,us
2022-08-26T12:21:12.590Z,61.559,-148.0423,7.2,1.3,ml,,,,1.04,ak,ak022axt6bqf,2022-08-26T12:24:11.254Z,"34 km SW of Glacier View, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-26T12:18:54.972Z,59.1773,-152.6498,64.3,1.6,ml,,,,0.37,ak,ak022axt5rx5,2022-08-26T12:20:35.221Z,"46 km WSW of Nanwalek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-08-26T12:12:32.401Z,-34.5522,-73.7024,10,4.3,mb,34,152,1.528,0.56,us,us7000i2kd,2022-08-27T05:43:30.040Z,"146 km NW of Constitución, Chile",earthquake,4.28,1.904,0.169,10,reviewed,us,us
2022-08-26T12:07:52.520Z,19.1263332366943,-155.484497070312,33.7400016784668,2.0999999,md,37,173,,0.129999995,hv,hv73122162,2022-08-26T12:11:07.730Z,"8 km S of Pāhala, Hawaii",earthquake,0.85,1.04999995,1.04999995,12,automatic,hv,hv
2022-08-26T12:06:27.523Z,31.7508227,-104.1959732,7.93112793,2.1,ml,21,59,0.03988780705,0.2,tx,tx2022qrye,2022-08-26T18:34:48.697Z,"50 km SSE of Whites City, New Mexico",earthquake,0.6810318834999999,0.8616090554,0.1,7,reviewed,tx,tx
2022-08-26T11:45:02.830Z,19.2038326263428,-155.434661865234,33.8400001525879,1.96,ml,48,141,,0.129999995,hv,hv73122152,2022-08-26T11:50:33.520Z,"4 km E of Pāhala, Hawaii",earthquake,0.51,0.730000019,4.54,4,automatic,hv,hv
2022-08-26T11:40:47.990Z,33.2318333,-116.7346667,11.47,1.18,ml,52,31,0.02061,0.14,ci,ci40332064,2022-08-26T17:30:12.220Z,"3km ESE of Lake Henshaw, CA",earthquake,0.15,0.39,0.155,27,reviewed,ci,ci
2022-08-26T11:34:28.190Z,38.7036667,-112.2858333,4.27,1.14,md,6,204,0.1575,0.08,uu,uu60511547,2022-08-29T16:48:51.940Z,"10 km NW of Joseph, Utah",earthquake,1.9,6.27,0.172,5,reviewed,uu,uu
2022-08-26T11:33:15.694Z,58.8638,-151.6212,44.5,2.4,ml,,,,0.34,ak,ak022axsnh0x,2022-08-26T11:39:55.040Z,"55 km SSE of Port Graham, Alaska",earthquake,,2,,,automatic,ak,ak
2022-08-26T11:26:27.882Z,58.9119,-151.66,47.8,3.5,ml,,,,0.43,ak,ak022axslzwk,2022-08-26T22:11:22.615Z,"49 km S of Port Graham, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2022-08-26T11:13:58.851Z,37.2378,-115.9315,0,1.1,ml,22,221.46,0.11,0.1625,nn,nn00845875,2022-08-26T17:33:02.020Z,"48 km SSW of Rachel, Nevada",earthquake,,0,0.32,16,reviewed,nn,nn
2022-08-26T11:00:46.870Z,19.1818332672119,-155.503829956055,30.5200004577637,1.82000005,md,34,95,,0.119999997,hv,hv73122122,2022-08-26T11:03:58.010Z,"3 km SW of Pāhala, Hawaii",earthquake,0.59,0.850000024,0.939999998,7,automatic,hv,hv
2022-08-26T10:59:20.530Z,38.773,-122.7391667,0.44,1.22,md,40,71,0.0104,0.04,nc,nc73772070,2022-08-26T23:13:10.137Z,"2km ESE of The Geysers, CA",earthquake,0.13,0.21,0.1,8,reviewed,nc,nc
2022-08-26T10:54:20.750Z,36.7855,-98.322,2.92,1.13,ml,53,110,0.301440847,0.27,ok,ok2022qrvv,2022-08-29T15:09:39.907Z,"4 km NE of Cherokee, Oklahoma",earthquake,,0.8,0.19,22,reviewed,ok,ok
2022-08-26T10:52:13.249Z,38.1701,-117.8898,7,2.4,ml,21,83.54,0.063,0.1135,nn,nn00845869,2022-08-26T16:27:43.173Z,"31 km SE of Mina, Nevada",earthquake,,1.1,0.28,9,reviewed,nn,nn
